POSCAR_OH_top_1,-.16934953E+04
POSCAR_OH_top_2,-.41090291E+03
POSCAR_OH_top_3,-.41589299E+03
POSCAR_OH_top_4,-.41765378E+03
POSCAR_OH_top_5,-.41941529E+03
POSCAR_OH_top_6,-.41986948E+03
POSCAR_OH_top_7,-.41997656E+03
POSCAR_OH_top_8,-.41999740E+03
POSCAR_OH_top_9,-.41999935E+03
POSCAR_OH_top_10,-.42003858E+03
POSCAR_OH_top_11,-.42003884E+03
POSCAR_OH_top_12,-.42007056E+03
POSCAR_OH_top_13,-.83012075E+03
POSCAR_OH_top_14,-.42039733E+03
POSCAR_OH_top_15,-.42097128E+03
POSCAR_OH_top_16,-.46774199E+03
POSCAR_OH_top_17,-.42101371E+03
POSCAR_OH_top_18,-.42090829E+03
POSCAR_OH_top_19,-.42113275E+03
POSCAR_OH_top_20,-.85758448E+03
POSCAR_OH_top_21,-.68825381E+03
POSCAR_OH_top_22,-.42103311E+03
POSCAR_OH_top_23,-.42106149E+03
POSCAR_OH_top_24,-.42106893E+03
POSCAR_OH_top_25,-.42107151E+03
POSCAR_OH_top_26,-.42107249E+03
POSCAR_OH_top_27,-.42107287E+03
POSCAR_OH_top_28,-.42107302E+03
POSCAR_OH_top_29,-.42107308E+03
POSCAR_OH_top_30,-.42107310E+03
POSCAR_OH_top_31,-.42109041E+03
POSCAR_OH_top_32,-.15604348E+04
POSCAR_OH_top_33,-.42121869E+03
POSCAR_OH_top_34,-.42130619E+03
POSCAR_OH_top_35,-.42131133E+03
POSCAR_OH_top_36,-.10187935E+04
POSCAR_OH_top_37,-.53042324E+03
POSCAR_OH_top_38,-.11839843E+04
POSCAR_OH_top_39,-.15220089E+04
POSCAR_OH_top_40,-.11536761E+04
POSCAR_OH_top_41,-.42123132E+03
POSCAR_OH_top_42,-.51316821E+03
POSCAR_OH_top_43,-.42126480E+03
POSCAR_OH_top_44,-.42126671E+03
POSCAR_OH_top_45,-.42126728E+03
POSCAR_OH_top_46,-.42126747E+03
POSCAR_OH_top_47,-.42126752E+03
POSCAR_OH_top_48,-.42138242E+03
POSCAR_OH_top_49,-.42141023E+03
POSCAR_OH_top_50,-.42141057E+03
POSCAR_OH_top_51,-.42142158E+03
POSCAR_OH_top_52,-.42145242E+03
POSCAR_OH_top_53,-.42150373E+03
POSCAR_OH_top_54,-.42156049E+03
POSCAR_OH_top_55,-.42159633E+03
POSCAR_OH_top_56,-.42166906E+03
POSCAR_OH_top_57,-.42173912E+03
POSCAR_OH_top_58,-.42147102E+03
POSCAR_OH_top_59,-.86314617E+03
POSCAR_OH_top_60,-.42172585E+03
POSCAR_OH_top_61,-.42585828E+04
POSCAR_OH_top_62,-.42172930E+03
POSCAR_OH_top_63,-.42174088E+03
POSCAR_OH_top_64,-.42174525E+03
POSCAR_OH_top_65,-.42174712E+03
POSCAR_OH_top_66,-.42174798E+03
POSCAR_OH_top_67,-.42174840E+03
POSCAR_OH_top_68,-.42174860E+03
POSCAR_OH_top_69,-.42174869E+03
POSCAR_OH_top_70,-.42174875E+03
POSCAR_OH_top_71,-.42174878E+03
POSCAR_OH_top_72,-.42174879E+03
POSCAR_OH_top_73,0.73861807E+05
