POSCAR_CCH3_fcc_1,-.43664170E+03
POSCAR_CCH3_fcc_2,-.43699644E+03
POSCAR_CCH3_fcc_3,-.43709016E+03
POSCAR_CCH3_fcc_4,-.43723073E+03
POSCAR_CCH3_fcc_5,-.43754721E+03
POSCAR_CCH3_fcc_6,-.43814842E+03
POSCAR_CCH3_fcc_7,-.43847526E+03
POSCAR_CCH3_fcc_8,-.43857218E+03
POSCAR_CCH3_fcc_9,-.43861528E+03
POSCAR_CCH3_fcc_10,-.43914654E+03
POSCAR_CCH3_fcc_11,-.43944557E+03
POSCAR_CCH3_fcc_12,-.43965550E+03
POSCAR_CCH3_fcc_13,-.43995533E+03
POSCAR_CCH3_fcc_14,-.44013500E+03
POSCAR_CCH3_fcc_15,-.44016566E+03
POSCAR_CCH3_fcc_16,-.44030813E+03
POSCAR_CCH3_fcc_17,-.44054648E+03
POSCAR_CCH3_fcc_18,-.44064822E+03
POSCAR_CCH3_fcc_19,-.44064844E+03
POSCAR_CCH3_fcc_20,-.44068886E+03
POSCAR_CCH3_fcc_21,-.44074176E+03
POSCAR_CCH3_fcc_22,-.44077169E+03
POSCAR_CCH3_fcc_23,-.44084752E+03
POSCAR_CCH3_fcc_24,-.44093561E+03
POSCAR_CCH3_fcc_25,-.44086268E+03
POSCAR_CCH3_fcc_26,-.44094909E+03
POSCAR_CCH3_fcc_27,-.44099157E+03
POSCAR_CCH3_fcc_28,-.44105921E+03
POSCAR_CCH3_fcc_29,-.44105966E+03
POSCAR_CCH3_fcc_30,-.44108194E+03
POSCAR_CCH3_fcc_31,-.44112709E+03
POSCAR_CCH3_fcc_32,-.44120630E+03
POSCAR_CCH3_fcc_33,-.44121258E+03
POSCAR_CCH3_fcc_34,-.44125010E+03
POSCAR_CCH3_fcc_35,-.44125327E+03
POSCAR_CCH3_fcc_36,-.44128954E+03
POSCAR_CCH3_fcc_37,-.44129642E+03
POSCAR_CCH3_fcc_38,-.44132329E+03
POSCAR_CCH3_fcc_39,-.44133712E+03
POSCAR_CCH3_fcc_40,-.44133838E+03
POSCAR_CCH3_fcc_41,-.44135577E+03
POSCAR_CCH3_fcc_42,-.44135921E+03
POSCAR_CCH3_fcc_43,-.44137691E+03
POSCAR_CCH3_fcc_44,-.44138300E+03
POSCAR_CCH3_fcc_45,-.44138344E+03
POSCAR_CCH3_fcc_46,-.44139415E+03
POSCAR_CCH3_fcc_47,-.44139775E+03
POSCAR_CCH3_fcc_48,-.44140711E+03
POSCAR_CCH3_fcc_49,-.44140818E+03
POSCAR_CCH3_fcc_50,-.44141377E+03
POSCAR_CCH3_fcc_51,-.44141809E+03
POSCAR_CCH3_fcc_52,-.44141844E+03
POSCAR_CCH3_fcc_53,-.44142185E+03
POSCAR_CCH3_fcc_54,-.44142189E+03
POSCAR_CCH3_fcc_55,-.44142403E+03
POSCAR_CCH3_fcc_56,-.44142548E+03
POSCAR_CCH3_fcc_57,-.44142593E+03
POSCAR_CCH3_fcc_58,-.44142619E+03
POSCAR_CCH3_fcc_59,-.44142719E+03
POSCAR_CCH3_fcc_60,-.44142780E+03
POSCAR_CCH3_fcc_61,-.44142855E+03
POSCAR_CCH3_fcc_62,-.44142936E+03
POSCAR_CCH3_fcc_63,-.44142996E+03
POSCAR_CCH3_fcc_64,-.44143064E+03
POSCAR_CCH3_fcc_65,-.44143081E+03
POSCAR_CCH3_fcc_66,-.44143161E+03
POSCAR_CCH3_fcc_67,-.44143182E+03
POSCAR_CCH3_fcc_68,-.44143194E+03
POSCAR_CCH3_fcc_69,-.44143197E+03
POSCAR_CCH3_fcc_70,-.44143245E+03
POSCAR_CCH3_fcc_71,-.44143259E+03
POSCAR_CCH3_fcc_72,-.44143300E+03
POSCAR_CCH3_fcc_73,-.44143305E+03
POSCAR_CCH3_fcc_74,-.44143334E+03
POSCAR_CCH3_fcc_75,-.44143339E+03
POSCAR_CCH3_fcc_76,-.44143359E+03
POSCAR_CCH3_fcc_77,-.44143362E+03
POSCAR_CCH3_fcc_78,-.44143387E+03
POSCAR_CCH3_fcc_79,-.44143393E+03
POSCAR_CCH3_fcc_80,-.44143398E+03
POSCAR_CCH3_fcc_81,-.44143405E+03
POSCAR_CCH3_fcc_82,-.44143406E+03
POSCAR_CCH3_fcc_83,-.44143414E+03
POSCAR_CCH3_fcc_84,-.44143415E+03
POSCAR_CCH3_fcc_85,-.44143420E+03
POSCAR_CCH3_fcc_86,-.44143420E+03
POSCAR_CCH3_fcc_87,-.44143422E+03
POSCAR_CCH3_fcc_88,-.44143422E+03
POSCAR_CCH3_fcc_89,-.44143423E+03
POSCAR_CCH3_fcc_90,-.44143425E+03
POSCAR_CCH3_fcc_91,-.44143427E+03
POSCAR_CCH3_fcc_92,-.44143428E+03
POSCAR_CCH3_fcc_93,-.44143430E+03
POSCAR_CCH3_fcc_94,-.44143429E+03
POSCAR_CCH3_fcc_95,-.44143430E+03
POSCAR_CCH3_fcc_96,-.44143431E+03
POSCAR_CCH3_fcc_97,-.44143432E+03
POSCAR_CCH3_fcc_98,-.44143433E+03
